../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.0 0.1 3 -0.6762606438417009 1.0064486454601385 -5.120122730836729e-06 2.369972512568893 0.018430619910312307 2.8240785102877364e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.3 0.4 3 -0.4422398913521306 0.9922422211795685 1.7065381595668394e-05 1.0661143103255384 0.005618387397751445 1.00329648512823e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.5 0.6 3 3.2412889338834674 0.990480300796454 3.507339437464063e-06 2.6509786067367926 0.018415482788364523 2.3692179585574347e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.6 0.7 3 -2.7605129788912564 1.018157139786664 -2.6025178519600844e-05 1.29102544443586 0.009667234535613134 1.7790974474379828e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.7 0.8 3 0.6502993662816436 0.9870206814315625 4.3115147499439566e-05 1.9802561011022206 0.012637030339767874 1.5044345755728383e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.8 0.9 3 1.9752908586003315 1.000452526685703 -2.579736284785694e-06 1.8978906330642573 0.014144013811748013 2.105358876534902e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.9 1.0 3 -0.2325197882157397 0.9946856745583652 5.607586160000233e-06 2.2165611963873104 0.01767030636862582 2.5392183826855597e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.4 0.501 3 0.5540070906892254 0.9959444542851525 6.510878003407328e-06 3.054231805263356 0.02153424235443735 2.6361200133648288e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.1 0.2 3 0.28574076349421773 0.9885211729907819 2.0901632948433502e-05 1.848466047135588 0.015437583910411223 1.9631492261883154e-05
../dimuon/datasets/NAI_LYSO/Run3455.root area_2988_1 50000.0 780000.0 0.2 0.31 3 -3.5699437352875094 1.0262734614077487 -2.66147886670981e-05 2.0068320208345156 0.015951641467738975 2.5773768325597357e-05
